39061002600,30,4036,62.6,6.7,9.3,21.6,1.2,4,1.9,17.4,3.7,11818,4.6,9.8,9.7,0.7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.467,0.001,21496,62.1,3,1617545390,638.3636364,761.3454545,75242.66636,19806.63636,105.75,382.8,505.4,42517.826,13094.7,105,111.5,78947.03667,661.8888889,21542.19333,1.5,6.1775,121.75,5177.5625,2725,31.625,15.72375,25.55555556,5075.545556,3.222222222,66.625,50.4,51,35.75,20.25,88.66666667,44.66666667,109,NA,0,0,0,0,81,74.4,2.0300875,45219,3.91E+11,17792999293,7022,8374.8,827669.33,217873,846,3828,5054,425178.26,130947,525,669,473682.22,5957,193879.74,12,49.42,974,41420.5,21800,253,125.79,230,45679.91,29,533,252,255,143,81,532,268,436,NA,0,0,0,0,405,372,16.2407,497409,4.30E+12,11,11,11,11,11,11,8,1,10,10,10,10,6,5,5,6,6,2,9,9,3,8,8,8,8,8,8,8,2,9,9,2,9,8,5,5,4,4,6,6,4,0,5,4,8,4,5,5,8,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,19
39061002700,10,1865,48.7,12.4,8.9,36.5,0.3,3.5,0.8,18,10.7,20668,15.1,6.3,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26930,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39061002800,92,1687,42.4,18.1,26.7,42.4,1.4,10.2,1.3,21.1,14.6,12643,28.2,14.1,20.4,22.2,3,1,0,2,6,0,1,0,0,1,5.574,0,0,0.011,0,0,143.26,0.279,29769,41.3,1,1376731398,13,13,112.37,92,NA,NA,NA,NA,NA,NA,0,0,13,112.37,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45225,3.91E+11,1376731398,13,13,112.37,92,NA,NA,NA,NA,NA,NA,0,0,13,112.37,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45225,3.91E+11,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39061002900,30,5294,37.6,9.6,2.6,31.3,1.8,3.6,2.1,19.2,54.7,16835,6.3,7.6,11.2,21,1,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,330.449,0.159,23157,33.9,NA,1514094247,997.4468085,1337.94383,74546.12281,36880.22553,139.2604651,916.1649485,1279.731959,55474.28531,35583.37629,146.777027,358.1941748,93843.9534,1089.333333,25679.03321,11.15483871,332.6474839,82.18954248,3724.851242,1580.529412,32.27941176,19.64627451,5.901960784,453.3835294,0.489690722,67.13023256,41.02027027,90.3963964,90.63636364,35.60714286,96.63687151,65.18994413,167.6388889,78.04166667,0,0.3203125,0,0,137.1793103,53.64827586,1.676526977,45219.98723,3.91E+11,3.56E+11,234400,314416.8,17518338.86,8666853,29941,177736,248268,10762011.35,6903175,21723,36894,9665927.2,183008,4314077.58,1729,51560.36,12575,569902.24,241821,4390,3005.88,1204,92490.24,95,14433,6071,10034,6979,2991,17298,11669,18105,3746,0,41,0,0,19891,7779,360.4533,10626697,9.19E+13,235,235,235,235,235,235,215,41,194,194,194,194,87,148,132,103,103,67,168,168,80,155,155,153,153,153,136,153,31,204,204,41,194,215,148,111,77,84,179,179,108,48,120,128,197,86,145,145,215,235,235,235,235,235,6,6,5,6,6,6,6,6,NA,NA,NA,NA,139,172
39061003000,14,4554,65.7,17.7,2.4,25.7,0.5,1.4,0,25.2,38.5,7900,13.5,4,2.6,71.6,3,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,14.26,0.026,17222,70.1,1,1169627386,2285,3145.95,102236.445,84652,169.5,1373,1969.55,53306.935,52971.5,90,429,62770,1835.5,39114.51,20.5,351.935,67.5,2008.15,1209,25,11.285,0,0,0,63.5,79.5,55.5,36,12,92.5,77,48,166,0,NA,0,NA,71.5,98,1.3124,45220,3.91E+11,2339254772,4570,6291.9,204472.89,169304,339,2746,3939.1,106613.87,105943,180,858,125540,3671,78229.02,41,703.87,135,4016.3,2418,50,22.57,0,0,0,127,159,111,36,12,185,154,48,166,0,NA,0,NA,143,196,2.6248,90440,7.82E+11,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,0,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,0,1,0,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
39061003200,29,1515,51.4,4.5,2.2,56.2,2.5,2.8,0,18.1,41,18691,17.3,8.6,7.4,7.9,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,6.86,0.008,31250,40.1,1,1494508732,419.4907326,526.4220653,87112.59909,14332.08914,71.19572954,278.2789651,378.4412823,40800.82675,10431.8234,51.22147651,165.08,138732.4752,474.0554785,15142.9085,5.854142357,174.9321937,38.51119895,2174.531318,773.9565217,14.94510386,12.12916996,2.339198436,363.8828348,0.255081301,61.64412811,42.60728745,52.0565371,49.18584071,13.09036145,57.1627907,40.07334526,82.08641975,40.19367589,0,0.273056058,0,0.035794183,58.85831622,46.65708419,1.876525741,45222.41483,3.91E+11,1.69E+12,475283,596436.2,98698574.77,16238257,60018,247390,336434.3,36271934.98,9273891,30528,86667,72834549.48,341794,10918037.03,5017,149916.89,29230,1650469.27,587433,10073,9206.04,2393,372252.14,251,51966,21048,14732,5558,2173,31954,22401,26596,10169,0,151,0,16,28664,22722,1581.9112,51236996,4.43E+14,1133,1133,1133,1133,1133,1133,843,244,889,889,889,889,537,596,608,525,525,412,721,721,276,857,857,759,759,759,674,759,110,1023,1023,149,984,843,494,283,113,166,559,559,324,253,557,553,794,447,487,487,843,1133,1133,1133,1133,1133,12,12,11,12,12,12,12,12,4,4,4,4,2600,494
39061003300,32,1667,59,20.1,13.3,47.6,2.8,0.7,0,35.3,40.2,14934,35.7,5.6,13.3,0.3,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14805,61.3,NA,1455029975,843.8333333,1209.35,53163.53,34839.91667,131.75,864.5555556,1320.588889,45380.14667,38292.55556,219.3333333,282.6,78040.99,1020.125,24169.6425,2.666666667,28.82555556,20.11111111,886.2244444,302.6666667,9,9.432222222,3.090909091,206.0481818,0,64.375,80,134,116.5,45,81.42857143,66.42857143,336.5,NA,0,0,0,0,139.2,54.8,1.1807875,45219,3.91E+11,17460359695,10126,14512.2,637962.36,418079,1054,7781,11885.3,408421.32,344633,658,1413,390204.95,8161,193357.14,24,259.43,181,7976.02,2724,72,84.89,34,2266.53,0,515,240,268,233,135,570,465,673,NA,0,0,0,0,696,274,9.4463,542628,4.69E+12,12,12,12,12,12,12,8,3,9,9,9,9,9,3,7,5,5,4,8,8,3,9,9,9,9,9,8,9,1,11,11,3,9,8,3,2,2,3,7,7,2,0,7,4,8,4,5,5,8,12,12,12,12,12,6,6,6,6,6,6,6,6,NA,NA,NA,NA,8,12
39061003600,22,1200,60.3,31.5,22.2,93.3,0.5,0,0,60.8,28.7,9283,35.3,28.7,16,7.2,4,2,1,2,9,0,1,0,0,1,0,0,0,0,0,0,149.861,0.217,12799,66.8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39061003700,24,1715,65.7,28.8,19,92.7,0,3.1,0,64.7,57.5,11627,21.6,28.4,16.5,4,3,2,1,2,8,0,0,0,0,0,0,0,0,0,0,0,5.232,0.005,11000,65.7,1,1428839156,1600.615385,1643.469231,291426.2331,45529.23077,116.8333333,117.0769231,125.0538462,14978.92385,3464.153846,17.55555556,314.1666667,235614.7067,1305.538462,72236.62154,1.916666667,24.98916667,6.454545455,41.15454545,44,4,7.135454545,46,13858.59333,9.166666667,52.75,108.25,NA,NA,0,64.45454545,61.09090909,78.33333333,34,0,0,0,0,23.72727273,101.8181818,1.2351,45206,3.91E+11,18574909028,20808,21365.1,3788541.03,591880,1402,1522,1625.7,194726.01,45034,158,3770,2827376.48,16972,939076.08,23,299.87,71,452.7,484,44,78.49,552,166303.12,55,633,866,NA,NA,0,709,672,705,136,0,0,0,0,261,1120,14.8212,587678,5.08E+12,13,13,13,13,13,13,12,0,13,13,13,13,4,9,1,12,12,0,13,13,1,12,12,11,11,11,11,11,1,12,12,7,6,12,8,0,0,7,11,11,9,4,7,5,11,4,11,11,12,13,13,13,13,13,2,2,2,2,2,2,2,2,NA,NA,NA,NA,614,33
39061003800,11,2155,39.2,22,21.5,96.5,0,2.1,0,29.9,19.3,22113,23.1,24,16.7,0.6,2,2,1,1,6,0,1,1,1,1,72.386,0,0,0.075,0,0,261.273,0.27,21007,37.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39061003900,6,1835,51.3,14.7,33.4,89.3,0,0,0,34,9,11793,26.5,14.1,15,0,2,2,1,1,6,0,1,1,1,1,27.17,0,0,0.037,0,0,199.039,0.27,25625,37.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39061004000,6,2307,27.9,9,18.1,73.2,0,1.8,1,14.4,23.1,30062,14,12,7.8,3.9,0,0,0,0,0,0,1,1,1,1,172.616,0,0,0.187,0,0,182.252,0.197,35625,27.9,NA,1638220680,3030.555556,4876.088889,315820.1656,138879.2222,252.4444444,2524.875,4127,252384.2,117390.375,245.5,904,246743.895,2083.222222,70003.84333,26.5,993.35,54.42857143,1403.608571,1172.714286,16.85714286,1.328571429,77.71428571,18624.65429,18.75,73.11111111,56,119.5,105.3333333,58.66666667,154.6666667,97.77777778,224,44,0,0,0,NA,212.6,66.2,1.229233333,45207,3.91E+11,14743986122,27275,43884.8,2842381.49,1249913,2272,20199,33016,2019073.6,939123,982,7232,1973951.16,18749,630034.59,212,7946.8,381,9825.26,8209,118,9.3,544,130372.58,75,658,224,478,316,176,1392,880,2016,44,0,0,0,NA,1063,331,11.0631,406863,3.52E+12,9,9,9,9,9,9,9,1,8,8,8,8,5,4,1,8,8,0,9,9,1,8,8,7,7,7,7,7,2,7,7,5,4,9,4,4,3,3,9,9,9,1,4,3,9,0,5,5,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14
39061004100,5,1578,30.1,16.5,11.5,51.1,0,0.7,0,19.8,20.1,36249,8.2,11,17.6,7,0,0,0,1,1,0,1,1,1,1,63.814,0,0,0.09,0,0,130.192,0.183,36500,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,2
39061004200,4,1847,12.3,5.2,0,35.6,1.4,0,0,19.1,41.8,72991,9.3,14.9,6.9,0,0,0,0,1,1,0,1,0,0,1,19.824,0,0,0.018,0,0,272.496,0.253,42115,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,5,NA
39061004500,4,1064,11.8,14.8,7.2,3.9,0,1.5,0.5,1.7,1.2,67801,5.6,8.6,18.9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,133214,9.9,NA,1555151635,121.3333333,207.1333333,21751.98,5533.666667,40,99.5,203.9,13844.695,5644,NA,42,9129.446667,79.33333333,12622.53333,0,0,42,6563.34,903,NA,40.78,0,0,0,67,NA,NA,NA,NA,40,0,32,0,0,0,0,0,NA,NA,0.663,45229.33333,3.91E+11,4665454906,364,621.4,65255.94,16601,80,199,407.8,27689.39,11288,NA,126,27388.34,238,37867.6,0,0,42,6563.34,903,NA,40.78,0,0,0,134,NA,NA,NA,NA,80,0,32,0,0,0,0,0,NA,NA,1.326,135688,1.17E+12,3,3,3,3,3,3,2,1,2,2,2,2,3,0,0,3,3,0,3,3,0,3,3,1,1,1,0,1,0,3,3,0,3,2,0,0,0,0,2,2,1,2,1,2,2,2,0,0,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
39061004602,31,4717,9.7,8.3,6.8,8.9,0.4,0,0,8.5,20.7,36983,6.6,12.7,11.3,0,0,0,0,0,0,0,0,0,0,1,3.162,0,0,0.001,0,0,35.652,0.016,55042,11.2,4,1289881544,288.8,372.34,23893.536,9595.6,74.33333333,183,262.325,18763.13,6747,60,137,47023.92,536,10925.33,6.333333333,366.28,38,496.43,394.6666667,17,12.99666667,0,0,0,67.66666667,43,36.5,NA,NA,59.5,43.5,138,NA,0,0,0,0,48.66666667,25.66666667,0.9789,45230,3.91E+11,6449407721,1444,1861.7,119467.68,47978,223,732,1049.3,75052.52,26988,120,274,94047.84,1072,21850.66,19,1098.84,114,1489.29,1184,51,38.99,0,0,0,203,86,73,NA,NA,119,87,138,NA,0,0,0,0,146,77,2.9367,226150,1.96E+12,5,5,5,5,5,5,3,1,4,4,4,4,3,2,3,2,2,3,2,2,2,3,3,3,3,3,3,3,1,4,4,1,4,3,2,2,0,0,2,2,1,0,2,1,3,2,3,3,3,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
39061004603,3,3045,6.1,3.2,4.3,10.2,0.9,0.5,0,1.9,7.1,34771,8,8.5,10.2,3.4,0,0,0,0,0,0,0,1,1,1,9.596,0,0,0.007,0,0,99.947,0.074,71369,8.8,3,1497795603,24,24,252.74,169,22,NA,NA,NA,NA,NA,0,0,24,252.74,0,0,0,0,0,0,0,0,0,0,74,NA,NA,NA,NA,NA,NA,22,0,0,0,0,0,22,0,1.3915,45230,3.91E+11,1497795603,24,24,252.74,169,22,NA,NA,NA,NA,NA,0,0,24,252.74,0,0,0,0,0,0,0,0,0,0,74,NA,NA,NA,NA,NA,NA,22,0,0,0,0,0,22,0,1.3915,45230,3.91E+11,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39061004604,26,3464,13.9,7.6,10.4,10.2,0.8,0.6,0,11.9,21.2,29781,3.9,10.3,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.299,0.035,57344,11.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,NA
39061004605,11,2437,9.5,1.8,6.3,12,0,0,0,9.2,27.9,33378,2.4,15.5,11.9,0,0,0,0,0,0,0,0,0,0,1,15.877,0,0,0.012,0,0,50.579,0.04,51324,7.7,NA,1538435771,91,98,12601.6,2715,22,NA,NA,NA,NA,NA,11,5330.88,80,7270.72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,1.2107,45230,3.91E+11,1538435771,91,98,12601.6,2715,22,NA,NA,NA,NA,NA,11,5330.88,80,7270.72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,1.2107,45230,3.91E+11,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39061004701,5,2964,3.6,3.4,2.1,5,0,0,0,4.8,14,56591,1.6,6.4,3.8,0.2,0,0,0,0,0,0,0,1,1,1,56.493,0,0,0.039,0,0,56.493,0.039,94653,2.1,3,1270656316,272.8333333,354.35,22377.91,10389.66667,26.75,104.2,158,8951.262,4702.4,10,51.66666667,16865.78,413.6666667,22190.47,0,0,6.8,382.502,190.2,0,5.156,24.33333333,6320.65,0,59,29,20,0,0,19.5,21.5,14,0,0,0,0,0,21.5,8.5,1.1614,45226,3.91E+11,7623937897,1637,2126.1,134267.46,62338,107,521,790,44756.31,23512,20,155,50597.34,1241,66571.41,0,0,34,1912.51,951,0,25.78,73,18961.95,0,236,29,20,0,0,39,43,14,0,0,0,0,0,43,17,4.6456,271356,2.35E+12,6,6,6,6,6,6,4,1,5,5,5,5,4,2,3,3,3,3,3,3,0,6,6,5,5,5,3,5,3,3,3,4,2,4,1,1,1,1,2,2,1,1,3,4,3,3,2,2,4,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
39061004702,21,829,35.8,17.2,17.6,2.8,0,1.2,0,14.8,4.4,16017,29.4,14.4,20.6,0,1,0,0,0,1,0,0,1,1,1,75.153,0,0,0.217,0,0,77.513,0.224,31842,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
39061004800,2,3327,3.3,0.9,3.9,5.6,0.5,0,0,2.6,0,62264,1.6,5.2,3.3,0,0,0,0,0,0,0,0,1,1,1,23.738,0,0,0.018,0,0,24.534,0.018,106786,3.5,NA,1432687048,130.5,139.75,5668.175,2204,54,69,69,459.54,291,NA,22,4157.685,108.5,1510.49,0,0,6,49.41,16.5,0,7.06,0,0,0,79.5,NA,NA,NA,NA,36.5,17.5,NA,NA,0,0,0,0,32,26,1.3144,45208,3.91E+11,2865374095,261,279.5,11336.35,4408,108,69,69,459.54,291,NA,44,8315.37,217,3020.98,0,0,12,98.82,33,0,14.12,0,0,0,159,NA,NA,NA,NA,73,35,NA,NA,0,0,0,0,32,26,2.6288,90416,7.82E+11,2,2,2,2,2,2,2,1,1,1,1,1,2,0,0,2,2,0,2,2,0,2,2,2,2,2,1,2,0,2,2,0,2,2,0,0,0,0,2,2,0,0,2,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
