39061021801,1,6253,19.4,10.9,15,50.5,0.4,1.8,0,10.6,17.3,22008,9.9,15.5,13.3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,210.967,0.082,38525,18.5,1,1308768197,3742.25,4633.325,226460.9375,122152.75,410,3883.333333,4893.9,249179.8233,128481,346,1002.75,176361.9975,3381,60290.20667,35.66666667,868.0366667,213,3579.096667,4082.666667,41,1.853333333,18.75,512.4275,3,74,64,132.6666667,123,90.33333333,268.3333333,141.6666667,298.6666667,48,NA,0,0,NA,303,107,1.410133333,45224,3.91E+11,5235072786,14969,18533.3,905843.75,488611,1230,11650,14681.7,747539.47,385443,1038,4011,705447.99,10143,180870.62,107,2604.11,639,10737.29,12248,123,5.56,75,2049.71,12,222,192,398,369,271,805,425,896,48,NA,0,0,NA,909,321,4.2304,180896,1.56E+12,4,4,4,4,4,4,3,1,3,3,3,3,1,3,0,4,4,1,3,3,1,3,3,3,3,3,3,3,0,4,4,0,4,3,3,3,3,3,3,3,3,1,0,1,3,0,3,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,NA,NA,NA,NA,18,1
39061021802,1,3196,10.5,16.9,17.6,50.2,0,5.4,0,9.4,4.8,23460,12.1,12.7,16.7,3.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61.406,0.048,48600,9.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
39061022102,1,6476,9.8,10.2,14.9,39.9,0.2,0,0.6,3.5,6.8,26324,6.6,11.7,9.1,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45.865,0.018,51471,8.8,1,1450584019,1320.137931,1393.12069,73638.84379,31467.03448,86.11111111,1372.15,1434,64864.385,31322.85,114.3333333,388.4,64704.218,1424.857143,38365.24762,7.954545455,317.7354545,85.16666667,2982.873889,1000.777778,20.625,3.54,47.55555556,4246.115185,7.192307692,72.14814815,42,46.2,53.71428571,69.83333333,80.23529412,45,144.9,6,0,0,0,0,80.92857143,55.85714286,1.244822222,45231,3.91E+11,42066936553,38284,40400.5,2135526.47,912544,2325,27443,28680,1297287.7,626457,1372,7768,1294084.36,29922,805670.2,175,6990.18,1533,53691.73,18014,330,63.72,1284,114645.11,187,1948,504,462,376,419,1364,765,1449,18,0,0,0,0,1133,782,33.6102,1311699,1.13E+13,29,29,29,29,29,29,27,9,20,20,20,20,17,12,9,20,20,8,21,21,7,22,22,18,18,18,16,18,2,27,27,3,26,27,12,10,7,6,17,17,10,3,22,19,26,16,14,14,27,29,29,29,29,29,1,1,1,1,1,1,1,1,NA,NA,NA,NA,12,1
39061022200,3,4431,6.1,2.6,2.3,30,1.1,0,0,9.5,8.5,31950,5.1,9.9,5.7,0.2,0,0,0,0,0,0,0,1,1,1,32.792,0,0,0.016,0,0,63.819,0.032,58214,6.1,3,1322139838,2034.4,2402.9,156819.822,65110.6,122.5,963.2,1226.08,70957.068,33420.2,125,850,203309.5,1860,40291.695,27,800.96,139.25,5578.7775,2858.25,24.5,15.33,11.6,1455.164,0,70.25,86,61,43,21,137,74,NA,162,0,0,0,0,100,111,1.9028,45222.2,3.91E+11,6610699191,10172,12014.5,784099.11,325553,490,4816,6130.4,354785.34,167101,250,2550,609928.5,7440,161166.78,108,3203.84,557,22315.11,11433,98,61.32,58,7275.82,0,281,172,122,86,42,274,148,NA,162,0,0,0,0,200,222,7.6112,226111,1.96E+12,5,5,5,5,5,5,4,0,5,5,5,5,3,2,2,3,3,1,4,4,1,4,4,4,4,4,4,4,0,5,5,1,4,4,2,2,2,2,2,2,0,1,3,3,4,2,2,2,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
39061023400,3,3601,19.2,5.5,14.2,80.2,1,0.6,0,14.4,3.7,19839,8.1,9.2,7,0,0,0,0,0,0,0,1,0,0,1,1.761,0,0,0.001,0,0,162.144,0.1,35191,21.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
39061023800,1,5200,13.4,8.5,6.8,54.9,1.3,0.7,1.3,9.8,16.4,29299,6.1,12.7,13.8,2.2,0,0,0,0,0,0,1,1,1,1,199.363,0,0,0.078,0,0,293.399,0.115,37857,14.9,3,1435017492,40,53.55,3641.0125,1176,15,55.5,82.6,6534.305,2143.5,22,23,5708.01,45.5,885.61,0,0,0,0,0,0,0,0,0,0,69.33333333,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.9423,45236,3.91E+11,5740069966,160,214.2,14564.05,4704,45,111,165.2,13068.61,4287,22,46,11416.02,91,1771.22,0,0,0,0,0,0,0,0,0,0,208,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.8269,180944,1.56E+12,4,4,4,4,4,4,3,2,2,2,2,2,3,1,2,2,2,2,2,2,0,4,4,4,4,4,4,4,1,3,3,1,3,3,1,0,0,0,0,0,0,0,3,3,3,2,0,0,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
39061024200,3,2604,10.5,7.6,4.4,26.3,0.9,0.5,0,4.6,20.9,40754,4.7,10.3,5.9,5.1,0,0,0,1,1,0,0,1,1,1,19.846,0,0,0.022,0,0,23.758,0.027,91125,8.6,NA,1487818782,44,45,2009.055,607,30.5,49,49,2984.38,617,NA,30,2808.27,32,665.62,0,0,0,0,0,0,0,0,0,0,61,NA,NA,NA,NA,24,6.5,NA,NA,0,0,0,0,NA,NA,0.809,45235,3.91E+11,2975637564,88,90,4018.11,1214,61,49,49,2984.38,617,NA,30,2808.27,32,665.62,0,0,0,0,0,0,0,0,0,0,122,NA,NA,NA,NA,48,13,NA,NA,0,0,0,0,NA,NA,1.618,90470,7.82E+11,2,2,2,2,2,2,2,1,1,1,1,1,2,0,1,1,1,1,1,1,0,2,2,1,1,1,1,1,0,2,2,0,2,2,0,0,0,0,2,2,0,0,2,2,2,2,0,0,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39061025102,1,7719,8.9,6.2,7.1,7.1,1.5,1.4,0,5.1,7.6,31575,4.3,7.9,5.6,0.1,0,0,0,0,0,0,0,1,1,1,0.187,0,0,0,0,0,79.729,0.029,79886,5.3,2,1489988812,502.1578947,669.1368421,28188.64947,17645.42105,76.42105263,473,716.4454545,27327.30273,19663.90909,81,184.1111111,35978.16778,590.75,15013.57833,5.375,347.66375,49.41666667,1269.599167,813.8333333,21.58333333,16.67083333,2.944444444,548.4011111,0,68.68421053,32.66666667,54.25,53,25,52.05555556,27.61111111,69,0,0,0,0,0,72.54545455,26,1.136589474,45255,3.91E+11,28309787429,9541,12713.6,535584.34,335263,1452,5203,7880.9,300600.33,216303,729,1657,323803.51,7089,180162.94,86,5562.62,593,15235.19,9766,259,200.05,53,9871.22,0,1305,294,434,53,25,937,497,276,0,0,0,0,0,798,286,21.5952,859845,7.43E+12,19,19,19,19,19,19,19,8,11,11,11,11,10,9,10,9,9,7,12,12,3,16,16,12,12,12,12,12,1,18,18,3,16,19,9,8,1,1,18,18,4,3,13,10,18,9,11,11,19,19,19,19,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5
39061025104,2,2061,3.1,3.2,2.6,4.8,0,0.8,1,0,0,70704,2.7,4.3,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142875,2.9,NA,1841494531,13,13,249.82,390,NA,13,13,249.82,390,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45255,3.91E+11,1841494531,13,13,249.82,390,NA,13,13,249.82,390,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45255,3.91E+11,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
39061025200,3,3962,16.6,6.4,10.1,15.7,0,0.4,0.8,14.7,4.8,21357,20.6,17.5,12,0.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,341.971,0.175,37857,14.1,5,1491480121,3286.590909,4508.340909,337718.5955,125534.1818,285.3,2791.842105,4025.884211,208294.0437,112738.7368,261.8235294,726.2666667,336308.484,3314.5,97491.17667,35.44444444,1010.471667,467.0714286,28852.22143,11314.71429,89.46153846,12.19214286,31.68421053,1226.967895,5,69.4,67.94117647,156.3571429,138.7272727,58.7,185.1176471,145.9411765,366.9230769,51,0,0,0,0,278.8125,69.5,1.211765,45212,3.91E+11,32812562657,72305,99183.5,7429809.1,2761752,5706,53045,76491.8,3957586.83,2142036,4451,10894,5044627.26,59661,1754841.18,638,18188.49,6539,403931.1,158406,1163,170.69,602,23312.39,75,1388,1155,2189,1526,587,3147,2481,4770,306,0,0,0,0,4461,1112,24.2353,994664,8.60E+12,22,22,22,22,22,22,20,3,19,19,19,19,5,17,7,15,15,4,18,18,4,18,18,14,14,14,13,14,3,19,19,7,15,20,17,14,11,10,17,17,13,6,10,7,20,6,16,16,20,22,22,22,22,22,1,1,0,1,1,1,1,1,NA,NA,NA,NA,65,13
39061025300,2,2942,20.2,11.8,7.2,17.4,3.7,2.2,0.5,16.4,17,21789,28.1,16.2,19.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74.39,0.063,32445,20.8,2,1453233801,4076.863636,4611.518182,279363.0391,125648.5909,192.952381,2904.9,3393.345,184554.969,92360.35,152.4736842,1108.5625,235689.4187,3329.190476,83828.08762,64.64705882,1743.209412,314.4210526,16028.64947,7600.315789,76.0625,8.644210526,53.70588235,7769.445882,9.571428571,71.66666667,56.63157895,66.63157895,49.70588235,41.64705882,142.75,58.25,148.1875,79.8,0,0,0,0,91.63157895,109.5263158,2.183971429,45212,3.91E+11,31971143630,89691,101453.4,6145986.86,2764269,4052,58098,67866.9,3691099.38,1847207,2897,17737,3771030.7,69913,1760389.84,1099,29634.56,5974,304544.34,144406,1217,164.24,913,132080.58,134,1505,1076,1266,845,708,2855,1165,2371,399,0,0,0,0,1741,2081,45.8634,994664,8.60E+12,22,22,22,22,22,22,21,2,20,20,20,20,3,19,6,16,16,1,21,21,5,17,17,19,19,19,16,19,5,17,17,8,14,21,19,19,17,17,20,20,16,5,10,8,20,3,19,19,21,22,22,22,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
39061025800,1,4358,15.1,8.9,12.4,25,0.2,2.1,1.1,14.6,5.1,22417,9.7,15.5,7.8,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83.24,0.045,46737,13.6,2,1306820493,381,397,10874.24,9657,58,381,397,10874.24,9657,58,NA,NA,NA,NA,0,0,15,171.77,138,NA,3.94,48,4923.85,11,88,0,NA,NA,42,NA,NA,NA,NA,0,0,0,0,14,44,1.7078,45217,3.91E+11,1306820493,381,397,10874.24,9657,58,381,397,10874.24,9657,58,NA,NA,NA,NA,0,0,15,171.77,138,NA,3.94,48,4923.85,11,88,0,NA,NA,42,NA,NA,NA,NA,0,0,0,0,14,44,1.7078,45217,3.91E+11,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4
39061026300,164,1208,64.6,33.9,43.8,26.2,0,17.6,0,52.1,1.6,9422,38,15.5,24.8,19.4,4,1,0,3,8,0,1,0,0,1,58.746,0,0,0.172,0,0,185.773,0.545,14286,65.2,NA,1482741819,3239.5,3596.975,146402.0575,101871,117.75,2056,2332.6,78516.77,67291.66667,60.33333333,1534,231013.595,4742.5,57684.815,83,1629.62,182.6666667,3309.656667,4664.666667,46,14.90333333,9,320.1,0,58.75,91.66666667,58,NA,0,98.33333333,53.66666667,91.66666667,49,0,0,0,0,37,115,1.482875,45203.75,3.91E+11,5930967275,12958,14387.9,585608.23,407484,471,6168,6997.8,235550.31,201875,181,3068,462027.19,9485,115369.63,249,4888.86,548,9928.97,13994,138,44.71,36,1280.4,0,235,275,116,NA,0,295,161,275,49,0,0,0,0,111,345,5.9315,180815,1.56E+12,4,4,4,4,4,4,4,1,3,3,3,3,1,3,2,2,2,2,2,2,1,3,3,3,3,3,3,3,0,4,4,2,2,4,3,2,0,1,3,3,3,1,3,1,4,2,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,14
39061026400,22,2338,52.4,22.6,30.6,89.8,0.7,1,0.6,42.1,17.9,13106,22.3,16.6,19.3,1,3,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,60.131,0.053,12737,53.4,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
39061026500,118,2279,29.4,11.6,4.7,41.2,0,0.8,0,33.2,89.8,69033,6,16.2,17.1,1.5,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,617.1,0.409,37500,32.5,1,1501390541,1256.380952,1709.695238,73969.56524,47351.2381,120.8947368,944.3888889,1394.033333,48545.73167,38888.77778,104.2857143,344,75428.29462,1329.25,33715.98063,18.64705882,425.1647059,140.1538462,6380.257692,3273.076923,33.91666667,8.923076923,4.578947368,813.9626316,0,67.26315789,43.42857143,79.33333333,72.4,30.6,85.8125,54.1875,107.7777778,62.28571429,0.857142857,0.928571429,0,0,90.76923077,67.07692308,1.151063158,45202,3.91E+11,31529201366,26384,35903.6,1553360.87,994376,2297,16999,25092.6,873823.17,699998,1460,4472,980567.83,21268,539455.69,317,7227.8,1822,82943.35,42550,407,116,87,15465.29,0,1278,608,714,362,153,1373,867,970,436,12,13,0,0,1180,872,21.8702,949242,8.21E+12,21,21,21,21,21,21,19,3,18,18,18,18,7,14,8,13,13,5,16,16,4,17,17,13,13,13,12,13,2,19,19,5,16,19,14,9,5,5,16,16,9,7,14,14,17,6,13,13,19,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
39061026600,34,1465,25.1,9.5,4.3,11.4,0.3,0.6,0,8.7,20.5,56855,15.8,17.3,18.4,1,0,0,0,0,0,0,0,1,1,1,29.906,0,0,0.041,0,0,29.906,0.041,55865,17.6,1,1447525166,92.33333333,101.4,2592.87,1546.666667,82.5,95.5,96.6,2377.325,1107.5,95,25,2709.3,139,1927.62,0,0,10,48.93,26,9.5,6.1,0,0,0,70.5,22,53,27,15,58.5,24,68.5,NA,0,NA,0,0,61.5,21,1.34645,45226,3.91E+11,4342575497,277,304.2,7778.61,4640,165,191,193.2,4754.65,2215,95,25,2709.3,139,1927.62,0,0,20,97.86,52,19,12.2,0,0,0,141,22,53,27,15,117,48,137,NA,0,NA,0,0,123,42,2.6929,135678,1.17E+12,3,3,3,3,3,3,2,1,2,2,2,2,2,1,2,1,1,2,1,1,0,3,3,2,2,2,2,2,0,3,3,0,3,2,1,1,1,1,2,2,2,0,1,0,2,1,2,2,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6
39061026700,41,1235,51.2,27.5,29.7,90.1,0,2.3,0.9,35.6,17.5,8681,29.5,17.2,14.7,0.2,3,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,36.06,0.052,16630,47,2,1510578839,32.25,32.75,381.0775,306.75,23,17.33333333,17.33333333,117.2833333,167,NA,0,0,37,241.6,0,0,11.5,67.655,49.5,11,27.915,0,0,0,62,NA,NA,NA,NA,13.5,12,NA,0,0,0,0,0,26,0,0.8896,45206,3.91E+11,6042315356,129,131,1524.31,1227,69,52,52,351.85,501,NA,0,0,37,241.6,0,0,23,135.31,99,11,55.83,0,0,0,186,NA,NA,NA,NA,27,24,NA,0,0,0,0,0,26,0,2.6688,180824,1.56E+12,4,4,4,4,4,4,3,1,3,3,3,3,4,0,2,2,2,3,1,1,1,3,3,2,2,2,1,2,0,4,4,0,4,3,0,0,0,0,2,2,0,1,3,3,3,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,7,10
39061026800,11,1555,5.8,1.8,2.5,6.2,0.6,0,0,3.3,12.7,82442,1,4.6,5.2,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.661,0.041,94464,5.4,NA,1437349925,78,82.3,3041.55,764,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18,102.14,129,15,23.08,0,0,0,72,NA,NA,NA,NA,NA,NA,26,0,0,0,0,0,NA,NA,0.8071,45202,3.91E+11,1437349925,78,82.3,3041.55,764,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18,102.14,129,15,23.08,0,0,0,72,NA,NA,NA,NA,NA,NA,26,0,0,0,0,0,NA,NA,0.8071,45202,3.91E+11,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,4,NA
39061026900,55,1749,55.6,43.5,13.4,82,0.7,3.2,0.6,52.3,29.7,12689,28.9,19.3,15,3.2,3,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,521.753,0.466,10218,58.3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
39061027000,84,3551,65.7,33.2,17.3,90.6,0.8,5,0,45.5,32.2,9998,25.4,18.9,23,7.5,3,0,1,2,6,0,1,0,0,1,0,0,0,0,0,0,201.776,0.127,12240,63.2,13,1521826421,3576.3,3899.257143,370395.7474,92341.22857,227.9322034,2839.412698,3124.065079,219928.664,72772.20635,199.3877551,1227.181818,418438.3261,3276.448276,84545.79086,36.01923077,1256.342692,197.9245283,5008.200566,2534.509434,33.54901961,4.869056604,72.52238806,5791.086418,8.666666667,68.03389831,71.59574468,117.195122,100.96,61,170.8125,105.125,240.6,113.3076923,0,0.428571429,0,0,170.3695652,115.8913043,1.346364407,45221.08571,3.91E+11,1.07E+11,250341,272948,25927702.32,6463886,13448,178883,196816.1,13855505.83,4584649,9770,53996,18411286.35,190034,4903655.87,1873,65329.82,10490,265434.63,134329,1711,258.06,4859,388002.79,546,4014,3365,4805,2524,1708,8199,5046,8421,2946,0,12,0,0,7837,5331,79.4355,3165476,2.74E+13,70,70,70,70,70,70,59,7,63,63,63,63,21,49,26,44,44,12,58,58,18,52,52,53,53,53,51,53,3,67,67,7,63,59,47,41,25,28,48,48,35,26,26,28,53,12,46,46,59,70,70,70,70,70,4,4,4,4,4,4,4,4,4,4,4,4,302,156
39061027100,38,4012,30.2,17.5,15,81.8,0.9,1.9,0,35.2,22.5,20436,20.4,21.4,14.5,8.7,1,1,0,2,4,0,1,0,0,1,2.229,0,0,0.001,0,0,216.693,0.106,19464,30.4,NA,1512480089,654.8695652,698.9652174,70089.59435,20072.91304,94.35714286,150.2777778,167.4,10083.38556,4701.555556,23.92307692,147.5714286,78415.74071,771.8125,27401.7925,1.714285714,31.06857143,5.933333333,62.88666667,52.86666667,3.733333333,2.270666667,25.22222222,4877.084444,4.866666667,55.5,95.25,19.66666667,18,5.6,73.3,49.2,87,33.66666667,0,0,0,0,26.77777778,102,1.336578571,45237,3.91E+11,34787042044,15062,16076.2,1612060.67,461677,1321,2705,3013.2,181500.94,84628,311,2066,1097820.37,12349,438428.68,36,652.44,89,943.3,793,56,34.06,454,87787.52,73,777,762,59,54,28,733,492,609,202,0,0,0,0,241,918,18.7121,1040451,8.99E+12,23,23,23,23,23,23,14,5,18,18,18,18,10,13,9,14,14,7,16,16,2,21,21,15,15,15,15,15,5,18,18,8,15,14,8,3,3,5,10,10,7,6,11,11,13,5,9,9,14,23,23,23,23,23,1,1,1,1,1,1,1,1,1,1,1,1,54,11
39061027200,77,2302,43.8,22.4,20.7,64.8,0,3.1,0,39.6,23.2,12226,29.8,19.9,23,6.8,4,2,0,2,8,0,1,1,1,1,301.34,0,0,0.322,0,0,333.437,0.356,19018,41.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
39061027400,2,4429,28,13.8,12.1,47.5,7.9,6,2.1,14.7,16.7,17578,23.4,12,24.4,0.1,0,0,0,0,0,0,1,0,0,1,7.568,0,0,0.004,0,0,300.897,0.168,33542,30.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA